Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title
QII57260,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA,Homo sapiens,oronasopharynx,2020-02-18,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIA98556,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Italy,Homo sapiens,"lung, oronasopharynx",2020-01-30,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QII57162,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Shanghai,Homo sapiens,oronasopharynx,2020-02-02,E protein [Severe acute respiratory syndrome coronavirus 2]
BCB15092,2020-03-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Japan,Homo sapiens,,2020-01,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIA98585,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,India: Kerala State,Homo sapiens,oronasopharynx,2020-01-31,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHS34548,2020-03-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,India: Kerala State,Homo sapiens,oronasopharynx,2020-01-27,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIH55223,2020-03-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,"USA: Snohomish County, WA",Homo sapiens,,2020-02-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIH45035,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Beijing,Homo sapiens,,2020-01-28,E protein [Severe acute respiratory syndrome coronavirus 2]
QIH45055,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Beijing,Homo sapiens,,2020-01-28,E protein [Severe acute respiratory syndrome coronavirus 2]
QIH45025,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Beijing,Homo sapiens,,2020-01-26,E protein [Severe acute respiratory syndrome coronavirus 2]
QIH45045,2020-03-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Beijing,Homo sapiens,,2020-01-28,E protein [Severe acute respiratory syndrome coronavirus 2]
QIG55987,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Viet Nam,Homo sapiens,,2020-02-10,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIG55996,2020-03-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Brazil,Homo sapiens,oronasopharynx,2020-02-28,envelope protein [Severe acute respiratory syndrome coronavirus 2]
BCA87373,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,,Homo sapiens,oronasopharynx,2020-02-10,envelope protein [Severe acute respiratory syndrome coronavirus 2]
BCA87363,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,,Homo sapiens,oronasopharynx,2020-02-10,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIE07473,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Guangzhou,Homo sapiens,"lung, oronasopharynx",2020-01-27,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIE07453,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,"China: Guangdong, Guangzhou",Homo sapiens,oronasopharynx,2020-02-05,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIE07463,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Guangzhou,Homo sapiens,lung,2020-01-29,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIE07483,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Guangzhou,Homo sapiens,feces,2020-01-29,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QID98796,2020-02-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: CA,Homo sapiens,lung,2020-02-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QID88859,2020-02-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,70,Australia: Queensland,Homo sapiens,"lung, oronasopharynx",2020-02,"envelope protein, partial [Severe acute respiratory syndrome coronavirus 2]"
QID21060,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: CA,Homo sapiens,oronasopharynx,2020-02-10,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QID21050,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: CA,Homo sapiens,oronasopharynx,2020-02-06,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QID21070,2020-02-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: TX,Homo sapiens,"lung, oronasopharynx",2020-02-11,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIC53206,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Sweden,Homo sapiens,,2020-02-07,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIC53215,2020-02-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China,Homo sapiens,oronasopharynx,2020-01-08,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIB84675,2020-02-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Nepal,Homo sapiens,oronasopharynx,2020-01-13,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIA98598,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Taiwan,Homo sapiens,,2020-01-31,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIA98608,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Taiwan,Homo sapiens,,2020-02-05,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHZ87594,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: CA,Homo sapiens,oronasopharynx,2020-01-27,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHZ87584,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: IL,Homo sapiens,"lung, oronasopharynx",2020-01-28,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIA20046,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Yunnan,Homo sapiens,"lung, oronasopharynx",2020-01-17,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHZ00391,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WI,Homo sapiens,oronasopharynx,2020-01-31,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHZ00401,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: MA,Homo sapiens,oronasopharynx,2020-01-29,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHZ00381,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,South Korea,Homo sapiens,,2020-01,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHW06061,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: CA,Homo sapiens,oronasopharynx,2020-01-29,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHW06051,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: CA,Homo sapiens,oronasopharynx,2020-01-29,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHW06041,2020-02-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: CA,Homo sapiens,oronasopharynx,2020-01-29,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHU79196,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,oronasopharynx,2020-01-25,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHU36836,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,"China: Hubei, Wuhan",Homo sapiens,lung,2019-12-30,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHU36866,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,"China: Hubei, Wuhan",Homo sapiens,lung,2020-01-01,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHU79175,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Finland,Homo sapiens,,2020-01-29,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHU36826,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,"China: Hubei, Wuhan",Homo sapiens,lung,2019-12-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHU36846,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,"China: Hubei, Wuhan",Homo sapiens,lung,2019-12-30,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHU36856,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,"China: Hubei, Wuhan",Homo sapiens,lung,2019-12-30,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHU79206,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,oronasopharynx,2020-01-25,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHR84451,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Australia: Victoria,Homo sapiens,,2020-01-25,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHR63252,2020-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Wuhan,Homo sapiens,lung,2019-12-30,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHR63262,2020-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Wuhan,Homo sapiens,lung,2019-12-30,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHR63272,2020-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Wuhan,Homo sapiens,lung,2019-12-30,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHR63292,2020-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Wuhan,Homo sapiens,lung,2019-12-30,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHR63282,2020-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Wuhan,Homo sapiens,lung,2019-12-30,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHQ71965,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: CA,Homo sapiens,oronasopharynx,2020-01-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHO62113,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China,Homo sapiens,,2020-01-02,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHQ71975,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: CA,Homo sapiens,oronasopharynx,2020-01-22,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHQ82466,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: AZ,Homo sapiens,feces,2020-01-22,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHO62108,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China,Homo sapiens,,2020-01-02,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHO62879,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: Illinois,Homo sapiens,"lung, oronasopharynx",2020-01-21,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHN73797,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China: Shenzhen,Homo sapiens,oronasopharynx,2020-01-10,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHN73812,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China,Homo sapiens,"lung, oronasopharynx",2020-01-11,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHO60596,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA,Homo sapiens,oronasopharynx,2020-01-19,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QHD43418,2020-01-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,China,Homo sapiens,,2019-12,envelope protein [Severe acute respiratory syndrome coronavirus 2]
BBL54111,2019-10-30T00:00:00Z,Human coronavirus NL63,37,Japan:Tokyo,Homo sapiens,oronasopharynx,2018,"envelope protein, partial [Human coronavirus NL63]"
QEO75987,2019-09-16T00:00:00Z,Human coronavirus 229E,77,USA,Homo sapiens,,2018,envelope protein [Human coronavirus 229E]
QEG03781,2019-08-25T00:00:00Z,Betacoronavirus 1,88,USA,Homo sapiens,,2019,envelope protein [Human coronavirus OC43]
QEG03769,2019-08-25T00:00:00Z,Betacoronavirus 1,85,USA,Homo sapiens,,2019,envelope protein [Human coronavirus OC43]
QEG03750,2019-08-25T00:00:00Z,Human coronavirus NL63,77,USA,Homo sapiens,,2019,envelope protein [Human coronavirus NL63]
QEG03759,2019-08-25T00:00:00Z,Betacoronavirus 1,84,USA,Homo sapiens,,2019,envelope protein [Human coronavirus OC43]
QEG03796,2019-08-25T00:00:00Z,Betacoronavirus 1,84,USA,Homo sapiens,,2019,envelope protein [Human coronavirus OC43]
QEG03808,2019-08-25T00:00:00Z,Betacoronavirus 1,84,USA,Homo sapiens,,2019,envelope protein [Human coronavirus OC43]
QEG03816,2019-08-25T00:00:00Z,Betacoronavirus 1,84,USA,Homo sapiens,,2019,envelope protein [Human coronavirus OC43]
QEG03742,2019-08-25T00:00:00Z,Betacoronavirus 1,84,USA,Homo sapiens,,2019,envelope protein [Human coronavirus OC43]
QEG03787,2019-08-25T00:00:00Z,Human coronavirus 229E,77,USA,Homo sapiens,,2019,envelope protein [Human coronavirus 229E]
QEG03733,2019-08-25T00:00:00Z,Human coronavirus NL63,77,USA,Homo sapiens,,2018,envelope protein [Human coronavirus NL63]
QED88042,2019-08-20T00:00:00Z,Human coronavirus NL63,77,China,Homo sapiens,oronasopharynx,2018-07-25,E protein [Human coronavirus NL63]
QED88035,2019-08-20T00:00:00Z,Human coronavirus NL63,77,China,Homo sapiens,oronasopharynx,2018-09-01,E protein [Human coronavirus NL63]
QED88014,2019-08-20T00:00:00Z,Human coronavirus NL63,77,China,Homo sapiens,oronasopharynx,2018-08-15,E protein [Human coronavirus NL63]
QED88021,2019-08-20T00:00:00Z,Human coronavirus NL63,77,China,Homo sapiens,oronasopharynx,2018-07-13,E protein [Human coronavirus NL63]
QED88028,2019-08-20T00:00:00Z,Human coronavirus NL63,77,China,Homo sapiens,oronasopharynx,2018-08-14,E protein [Human coronavirus NL63]
QDH43734,2019-07-07T00:00:00Z,Human coronavirus NL63,77,Kenya,Homo sapiens,oronasopharynx,2018-01-29,envelope protein [Human coronavirus NL63]
AZP73842,2018-12-25T00:00:00Z,Betacoronavirus 1,84,"USA: Little Rock, Arkansas",Homo sapiens,oronasopharynx,2016-12-19,envelope protein [Human coronavirus OC43]
AWW13568,2018-07-02T00:00:00Z,Betacoronavirus 1,84,Cote d'Ivoire,Homo sapiens,,2016-12-10,envelope protein [Human coronavirus OC43]
AWW13577,2018-07-02T00:00:00Z,Betacoronavirus 1,84,Cote d'Ivoire,Homo sapiens,,2016-12-10,envelope protein [Human coronavirus OC43]
AWK59957,2018-05-22T00:00:00Z,Human coronavirus NL63,77,Kenya,Homo sapiens,,2010-06-01,envelope protein [Human coronavirus NL63]
AWK59939,2018-05-22T00:00:00Z,Human coronavirus NL63,77,Kenya,Homo sapiens,,2010-06-01,envelope protein [Human coronavirus NL63]
AWK59951,2018-05-22T00:00:00Z,Human coronavirus NL63,77,Kenya,Homo sapiens,,2010-05-11,envelope protein [Human coronavirus NL63]
AWK59975,2018-05-22T00:00:00Z,Human coronavirus NL63,77,Kenya,Homo sapiens,,2010-05-24,envelope protein [Human coronavirus NL63]
AWK59933,2018-05-22T00:00:00Z,Human coronavirus NL63,77,Kenya,Homo sapiens,,2010-05-19,envelope protein [Human coronavirus NL63]
AWK59963,2018-05-22T00:00:00Z,Human coronavirus NL63,77,Kenya,Homo sapiens,,2010-05-20,envelope protein [Human coronavirus NL63]
AWK59969,2018-05-22T00:00:00Z,Human coronavirus NL63,77,Kenya,Homo sapiens,,2010-05-21,envelope protein [Human coronavirus NL63]
AWK59945,2018-05-22T00:00:00Z,Human coronavirus NL63,77,Kenya,Homo sapiens,,2010-06-04,envelope protein [Human coronavirus NL63]
AWK59981,2018-05-22T00:00:00Z,Human coronavirus NL63,77,Kenya,Homo sapiens,,2010-05-20,envelope protein [Human coronavirus NL63]
AVQ05266,2018-03-31T00:00:00Z,Betacoronavirus 1,85,"USA: Little Rock, Arkansas",Homo sapiens,oronasopharynx,2016-03-07,envelope protein [Human coronavirus OC43]
AVA26875,2018-02-13T00:00:00Z,Human coronavirus NL63,77,South Korea,Homo sapiens,oronasopharynx,2014-11-25,envelope protein [Human coronavirus NL63]
ATP16769,2017-11-04T00:00:00Z,Betacoronavirus 1,85,France,Homo sapiens,,2007,envelope protein [Human coronavirus OC43]
ATP16759,2017-11-04T00:00:00Z,Betacoronavirus 1,85,France,Homo sapiens,,2002,envelope protein [Human coronavirus OC43]
ATN39866,2017-10-28T00:00:00Z,Betacoronavirus 1,84,"USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2016-02-01,envelope protein [Human coronavirus OC43]
ATN39881,2017-10-28T00:00:00Z,Betacoronavirus 1,84,"USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2017-01-17,envelope protein [Human coronavirus OC43]
ATN39874,2017-10-28T00:00:00Z,Betacoronavirus 1,84,"USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2017-01-03,envelope protein [Human coronavirus OC43]
AST12966,2017-08-14T00:00:00Z,Human coronavirus 229E,77,Haiti,Homo sapiens,blood,2016-03,envelope protein [Human coronavirus 229E]
ARU07570,2017-06-04T00:00:00Z,Betacoronavirus 1,84,USA,Homo sapiens,,2015,envelope protein [Human coronavirus OC43]
