Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Protein_Type
QIS60777,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-20,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60885,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-22,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61413,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61425,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61437,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61449,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60705,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60801,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-21,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60573,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-22,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60549,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60452,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-13,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60362,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-13,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60372,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-13,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60382,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-13,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60432,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-13,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61459,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61509,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61521,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61545,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61557,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60717,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60669,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-22,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60789,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60897,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60633,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61471,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-22,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60645,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60657,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60609,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60909,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61485,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60597,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61497,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61531,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61101,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61113,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61161,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61149,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61569,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61053,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61063,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61089,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61125,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60412,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-13,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61137,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61173,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60279,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,Pakistan: KPK,Homo sapiens,oronasopharynx,2020-03-12,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61197,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61209,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61185,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61257,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60813,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-21,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60921,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60945,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60933,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-21,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61233,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61281,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61305,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-14,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61245,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61293,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61317,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61329,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61353,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61341,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61377,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61077,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61365,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61221,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61269,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-20,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61389,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61029,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61041,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60981,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-20,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60993,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61005,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS61017,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60753,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-23,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60861,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
QIS60957,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,222,USA: WA,Homo sapiens,,2020-03-24,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],membrane glycoprotein
